SHIP_ID,ITINERARY_ID,DURATION,CRUISE_AREA
150012,388627,14,Western Mediterranean
150012,388629,3,Scandinavia, the Baltic & UK
150012,388631,3,Scandinavia, the Baltic & UK
150012,388633,3,Scandinavia, the Baltic & UK
150012,388635,6,Western Mediterranean
150012,373931,14,Scandinavia, the Baltic & UK
150012,373941,14,Scandinavia, the Baltic & UK
150012,373951,7,Scandinavia, the Baltic & UK
150012,387699,14,Asia
150012,387701,14,Asia
150012,387703,14,Asia
150012,387705,14,Asia
150012,387707,14,Asia
150012,387709,14,Asia
150012,387711,14,Asia
150012,387713,14,Asia
150012,387715,14,Asia
150012,387717,14,Asia
150012,387719,14,Asia
150012,387721,14,Asia
150012,387769,7,Western Mediterranean
150012,387771,7,Western Mediterranean
150012,387773,7,Western Mediterranean
150012,387775,14,Arabia & the Red Sea
150012,387777,14,Arabia & the Red Sea
150012,387779,14,Arabia & the Red Sea
150012,387781,15,Arabia & the Red Sea
150012,387783,15,Arabia & the Red Sea
150012,387785,15,Arabia & the Red Sea
150012,387787,14,Arabia & the Red Sea
150012,387789,14,Arabia & the Red Sea
150012,387791,14,Arabia & the Red Sea
150012,387793,15,Arabia & the Red Sea
150012,387795,15,Arabia & the Red Sea
150012,388981,7,Caribbean & Central America
150012,388983,7,Caribbean & Central America
150012,388985,7,Caribbean & Central America
150012,388987,15,Caribbean & Central America
150012,388989,13,Caribbean & Central America
150012,388979,7,Caribbean & Central America
150012,389129,7,Western Mediterranean
150012,389131,7,Western Mediterranean
150012,389133,7,Western Mediterranean
150012,389135,7,Western Mediterranean
150012,389137,7,Western Mediterranean
150012,373961,14,Scandinavia, the Baltic & UK
150012,373971,8,Scandinavia, the Baltic & UK
150012,373981,14,Scandinavia, the Baltic & UK
150012,373991,8,Scandinavia, the Baltic & UK
150012,374001,14,Scandinavia, the Baltic & UK
150012,373333,7,Caribbean & Central America
150012,388791,7,Scandinavia, the Baltic & UK
150012,373343,7,Caribbean & Central America
150012,373353,7,Caribbean & Central America
150012,373433,15,Caribbean & Central America
150012,373443,14,Caribbean & Central America
150012,374013,14,Western Mediterranean
