ITINERARY_ID,PORT_ID,DAY,DISTANCE
267385,282,,
267385,654,,
267385,1629,,
267385,2627,,
267385,L44069,,
267387,718,,
267387,CMS022,,
267387,655,,
267387,2636,,
267387,465,,
267387,L00203,,
267389,718,,
267389,4448,,
267389,1636,,
267389,2166,,
267389,666,,
267389,2637,,
267391,718,,
267391,L39802,,
267391,454,,
267391,945,,
267391,666,,
267391,867,,
267393,718,,
267393,4448,,
267393,931,,
267393,446,,
267393,804,,
267393,965,,
172989,1628,,
172989,373,,
172989,282,,
172989,2050,,
172989,1723,,
172989,2690,,
172991,1673,,
172991,2393,,
172991,158,,
172991,2112,,
172991,2639,,
172991,1610,,
262471,534,,
262471,L15649,,
262471,L21521,,
262471,L21485,,
262471,L21487,,
252203,1628,,
252203,4070,,
252203,2836,,
252203,531,,
252203,2625,,
252203,1002,,
149709,1628,,
149709,2836,,
149709,4070,,
149709,531,,
149709,2625,,
149709,1002,,
149711,1628,,
149711,2696,,
149711,5741,,
149711,373,,
149711,2700,,
149711,2693,,
149713,1628,,
149713,2625,,
149713,1002,,
149713,158,,
149715,1673,,
149715,1610,,
149715,2393,,
149715,158,,
149715,2112,,
149715,2639,,
149717,1673,,
149717,1610,,
149717,L24601,,
149717,158,,
149717,2639,,
149717,L24561,,
149707,1628,,
149707,282,,
149707,373,,
149707,2050,,
149707,1723,,
149707,2690,,
190681,534,,
190681,1913,,
190681,703,,
190681,L38049,,
190681,L38049,,
190681,L27685,,
190681,531,,
190681,1628,,
190681,2693,,
190683,1673,,
190683,1610,,
190683,L24601,,
190683,158,,
190683,2639,,
190683,L24561,,
190685,1610,,
190685,L24601,,
190685,158,,
190685,2639,,
190685,L24561,,
190685,1673,,
190687,534,,
190687,CL0405,,
190687,1913,,
190687,1913,,
190687,4668,,
190689,534,,
190689,1913,,
190689,1913,,
190689,4668,,
190689,CL0405,,
190691,534,,
190691,4404,,
190691,L46052,,
190691,L15647,,
190691,L38042,,
190693,534,,
190693,L21487,,
190693,L21485,,
190693,L21521,,
190693,L15649,,
190695,1673,,
190695,1610,,
190695,L38041,,
190695,719,,
190695,2049,,
190695,L27691,,
190695,1984,,
190695,L15621,,
190695,L21485,,
190695,L21521,,
190697,1610,,
190697,L38041,,
190697,719,,
190697,2049,,
190697,L27691,,
190697,1984,,
190697,L15621,,
190697,L21485,,
190697,L21521,,
301055,534,,
301055,1913,,
301055,1913,,
301055,4668,,
301055,CL0405,,
301059,534,,
301059,1913,,
301059,1913,,
301059,4668,,
301059,CL0405,,
301139,1673,,
301139,2393,,
301139,158,,
301139,2112,,
301139,2639,,
301139,1610,,
258497,1628,,
258497,282,,
258497,373,,
258497,2050,,
258497,1723,,
258497,2690,,
258507,1628,,
258507,2836,,
258507,4070,,
258507,531,,
258507,2625,,
258507,1002,,
258517,1628,,
258517,2696,,
258517,5741,,
258517,373,,
258517,2700,,
258517,2693,,
307211,1673,,
307211,1610,,
307211,L24601,,
307211,158,,
307211,2639,,
307211,L24561,,
307217,1610,,
307217,L24601,,
307217,158,,
307217,2639,,
307217,L24561,,
307217,1673,,
307223,534,,
307223,CL0405,,
307223,1913,,
307223,1913,,
307223,4668,,
307229,534,,
307229,4404,,
307229,L46052,,
307229,L15647,,
307229,L38042,,
307235,534,,
307235,L21487,,
307235,L21485,,
307235,L21521,,
307235,L15649,,
307265,1673,,
307265,1610,,
307265,L38041,,
307265,719,,
307265,2049,,
307265,L27691,,
307265,1984,,
307265,L15621,,
307265,L21485,,
307265,L21521,,
307271,1610,,
307271,L38041,,
307271,719,,
307271,2049,,
307271,L27691,,
307271,L15621,,
307271,1984,,
307271,L21521,,
307271,L21485,,
307277,534,,
307277,1913,,
307277,703,,
307277,L38049,,
307277,L38049,,
307277,L27685,,
307277,531,,
307277,1628,,
307277,2693,,
299599,1610,,
299599,L24601,,
299599,158,,
299599,2639,,
299599,L24561,,
299599,1673,,
299605,1610,,
299605,L24601,,
299605,158,,
299605,2639,,
299605,L24561,,
299605,1673,,
299609,534,,
299609,CL0405,,
299609,1913,,
299609,1913,,
299609,4668,,
299615,534,,
299615,CL0405,,
299615,1913,,
299615,1913,,
299615,4668,,
299619,534,,
299619,4404,,
299619,L46052,,
299619,L15647,,
299619,L38042,,
299625,534,,
299625,4404,,
299625,L46052,,
299625,L15647,,
299625,L38042,,
299629,534,,
299629,L21487,,
299629,L21485,,
299629,L21521,,
299629,L15649,,
299635,534,,
299635,L21487,,
299635,L21485,,
299635,L21521,,
299635,L15649,,
299679,1673,,
299679,1610,,
299679,L38041,,
299679,719,,
299679,2049,,
299679,L27691,,
299679,1984,,
299679,L15621,,
299679,L21485,,
299679,L21521,,
299685,1673,,
299685,1610,,
299685,L38041,,
299685,719,,
299685,2049,,
299685,L27691,,
299685,1984,,
299685,L15621,,
299685,L21485,,
299685,L21521,,
300133,1628,,
300133,282,,
300133,373,,
300133,2050,,
300133,1723,,
300133,2690,,
300139,1628,,
300139,282,,
300139,373,,
300139,2050,,
300139,1723,,
300139,2690,,
300145,1628,,
300145,2836,,
300145,4070,,
300145,531,,
300145,2625,,
300145,1002,,
300151,1628,,
300151,2836,,
300151,4070,,
300151,531,,
300151,2625,,
300151,1002,,
300157,1628,,
300157,2696,,
300157,5741,,
300157,373,,
300157,2700,,
300157,2693,,
300163,1628,,
300163,2696,,
300163,5741,,
300163,373,,
300163,2700,,
300163,2693,,
300169,1628,,
300169,2625,,
300169,1002,,
300169,158,,
300175,1628,,
300175,2625,,
300175,1002,,
300175,158,,
300181,1673,,
300181,1610,,
300181,2393,,
300181,158,,
300181,2112,,
300181,2639,,
300185,1673,,
300185,1610,,
300185,2393,,
300185,158,,
300185,2112,,
300185,2639,,
388155,534,,
388155,L21487,,
388155,L21485,,
388155,L21521,,
388155,L15649,,
388189,1673,,
388189,1610,,
388189,L38041,,
388189,719,,
388189,2049,,
388189,L27691,,
388189,1984,,
388189,L15621,,
388189,L21485,,
388189,L21521,,
388191,1673,,
388191,1610,,
388191,L38041,,
388191,719,,
388191,2049,,
388191,L27691,,
388191,1984,,
388191,L15621,,
388191,L21485,,
388191,L21521,,
388193,1673,,
388193,1610,,
388193,L38041,,
388193,719,,
388193,2049,,
388193,L27691,,
388193,1984,,
388193,L15621,,
388193,L21485,,
388193,L21521,,
388195,1673,,
388195,1610,,
388195,L38041,,
388195,719,,
388195,2049,,
388195,L27691,,
388195,1984,,
388195,L15621,,
388195,L21485,,
388195,L21521,,
388197,1610,,
388197,L38041,,
388197,719,,
388197,2049,,
388197,L27691,,
388197,1984,,
388197,L15621,,
388197,L21485,,
388197,L21521,,
388199,1610,,
388199,L38041,,
388199,719,,
388199,2049,,
388199,L27691,,
388199,1984,,
388199,L15621,,
388199,L21485,,
388199,L21521,,
388201,1610,,
388201,L38041,,
388201,719,,
388201,2049,,
388201,L27691,,
388201,1984,,
388201,L15621,,
388201,L21485,,
388201,L21521,,
388203,1610,,
388203,L38041,,
388203,719,,
388203,2049,,
388203,L27691,,
388203,1984,,
388203,L15621,,
388203,L21485,,
388203,L21521,,
388205,534,,
388205,1913,,
388205,703,,
388205,L38049,,
388205,L38049,,
388205,L27685,,
388205,531,,
388205,1628,,
388205,2693,,
388207,534,,
388207,1913,,
388207,703,,
388207,L38049,,
388207,L38049,,
388207,L27685,,
388207,531,,
388207,1628,,
388207,2693,,
388209,534,,
388209,1913,,
388209,703,,
388209,L38049,,
388209,L38049,,
388209,L27685,,
388209,531,,
388209,1628,,
388209,2693,,
388211,534,,
388211,1913,,
388211,703,,
388211,L38049,,
388211,L38049,,
388211,L27685,,
388211,531,,
388211,1628,,
388211,2693,,
285227,1673,,
285227,1673,,
285227,2639,,
285227,2112,,
285227,158,,
285227,1610,,
299589,1673,,
299589,1610,,
299589,L24601,,
299589,158,,
299589,2639,,
299589,L24561,,
299595,1673,,
299595,1610,,
299595,L24601,,
299595,158,,
299595,2639,,
299595,L24561,,
373463,1610,,
373463,L38041,,
373463,719,,
373463,2049,,
373463,L27691,,
373463,1984,,
373463,L15621,,
373463,L21485,,
373463,L21521,,
373473,534,,
373473,1913,,
373473,703,,
373473,L38049,,
373473,L38049,,
373473,L27685,,
373473,531,,
373473,1628,,
373473,2693,,
307685,718,,
307685,4448,,
307685,1636,,
307685,2166,,
307685,666,,
307685,2637,,
307691,718,,
307691,CMS022,,
307691,655,,
307691,2636,,
307691,465,,
307691,L00203,,
307697,718,,
307697,4448,,
307697,931,,
307697,446,,
307697,804,,
307697,965,,
307703,718,,
307703,L39802,,
307703,454,,
307703,945,,
307703,666,,
307703,867,,
307709,282,,
307709,654,,
307709,1629,,
307709,2627,,
307709,L44069,,
299689,1610,,
299689,L38041,,
299689,719,,
299689,2049,,
299689,L27691,,
299689,L15621,,
299689,1984,,
299689,L21521,,
299689,L21485,,
299695,1610,,
299695,L38041,,
299695,719,,
299695,2049,,
299695,L27691,,
299695,L15621,,
299695,1984,,
299695,L21521,,
299695,L21485,,
299699,534,,
299699,1913,,
299699,703,,
299699,L38049,,
299699,L38049,,
299699,L27685,,
299699,531,,
299699,1628,,
299699,2693,,
299705,534,,
299705,1913,,
299705,703,,
299705,L38049,,
299705,L38049,,
299705,L27685,,
299705,531,,
299705,1628,,
299705,2693,,
307553,1628,,
307553,282,,
307553,373,,
307553,2050,,
307553,1723,,
307553,2690,,
307561,1628,,
307561,2836,,
307561,4070,,
307561,531,,
307561,2625,,
307561,1002,,
307569,1628,,
307569,2696,,
307569,5741,,
307569,373,,
307569,2700,,
307569,2693,,
307577,1628,,
307577,2625,,
307577,1002,,
307577,158,,
307583,1673,,
307583,1610,,
307583,2393,,
307583,158,,
307583,2112,,
307583,2639,,
301145,1673,,
301145,2393,,
301145,158,,
301145,2112,,
301145,2639,,
301145,1610,,
308175,534,,
308175,1913,,
308175,1913,,
308175,4668,,
308175,CL0405,,
308221,1673,,
308221,2393,,
308221,158,,
308221,2112,,
308221,2639,,
308221,1610,,
389235,534,,
389235,1913,,
389235,1913,,
389235,4668,,
389235,CL0405,,
389237,534,,
389237,1913,,
389237,1913,,
389237,4668,,
389237,CL0405,,
389239,534,,
389239,1913,,
389239,1913,,
389239,4668,,
389239,CL0405,,
389241,534,,
389241,1913,,
389241,1913,,
389241,4668,,
389241,CL0405,,
389243,534,,
389243,L15649,,
389243,L21521,,
389243,L21485,,
389243,L21487,,
389259,1628,,
389259,373,,
389259,282,,
389259,2050,,
389259,1723,,
389259,2690,,
389261,1673,,
389261,2393,,
389261,158,,
389261,2112,,
389261,2639,,
389261,1610,,
375747,534,,
375747,L15649,,
375747,L21485,,
375747,L21521,,
375747,L21487,,
388117,1673,,
388117,1610,,
388117,L24601,,
388117,158,,
388117,2639,,
388117,L24561,,
388119,1673,,
388119,1610,,
388119,L24601,,
388119,158,,
388119,2639,,
388119,L24561,,
388123,1673,,
388123,1610,,
388123,L24601,,
388123,158,,
388123,2639,,
