ITINERARY_ID,PORT_ID,DAY,TIME_IN_PORT,TIME_OUT_PORT,TENDER
267385,282,,,23:00,N
267385,,,,,N
267385,654,,07:00,19:00,N
267385,1629,,08:00,18:00,N
267385,2627,,08:00,18:00,N
267385,L44069,,09:00,18:00,N
267385,718,,06:00,,N
267387,718,,,23:00,N
267387,,,,,N
267387,CMS022,,07:00,23:00,N
267387,655,,08:00,18:00,N
267387,2636,,08:00,18:00,N
267387,465,,08:00,23:00,N
267387,L00203,,08:00,17:00,N
267387,718,,07:00,,N
267389,718,,,23:00,N
267389,,,,,N
267389,4448,,07:00,19:00,Y
267389,1636,,08:00,18:00,N
267389,2166,,08:00,18:00,Y
267389,666,,08:00,18:00,N
267389,2637,,09:00,18:00,N
267389,718,,07:00,,N
267391,718,,,23:00,N
267391,,,,,N
267391,L39802,,07:00,18:00,Y
267391,454,,08:00,18:00,N
267391,945,,08:00,18:00,Y
267391,666,,08:00,17:00,N
267391,867,,10:00,18:00,N
267391,718,,07:00,,N
267393,718,,,23:00,N
267393,,,,,N
267393,4448,,07:00,18:00,N
267393,931,,08:00,22:00,N
267393,446,,08:00,17:00,N
267393,804,,08:00,18:00,N
267393,965,,08:00,18:00,N
267393,718,,07:00,,N
172989,,,,,N
172989,373,,08:00,18:00,N
172989,282,,08:00,19:00,N
172989,2050,,08:00,17:00,N
172989,1723,,09:00,18:00,N
172989,2690,,09:00,19:00,N
172989,1628,,06:00,,N
172989,1628,,,22:00,N
172991,1673,,,23:59,N
172991,2393,,08:00,16:00,N
172991,158,,08:00,20:00,N
172991,,,,,N
172991,2112,,08:00,17:00,N
172991,2639,,08:00,23:00,N
172991,1610,,08:00,23:00,N
172991,1673,,06:00,,N
262471,534,,,20:00,N
262471,,,,,N
262471,L15649,,08:00,18:00,N
262471,L21521,,07:00,17:00,N
262471,L21485,,09:00,19:00,N
262471,L21487,,08:00,18:00,N
262471,,,,,N
262471,534,,08:00,,N
252203,,,,,N
252203,4070,,09:00,18:00,N
252203,2836,,08:00,18:00,N
252203,531,,08:00,17:00,N
252203,2625,,10:00,19:00,N
252203,1002,,08:00,18:00,N
252203,1628,,06:00,,N
252203,1628,,,06:00,N
149709,1628,,,22:00,N
149709,,,,,N
149709,2836,,08:00,18:00,N
149709,4070,,09:00,18:00,N
149709,531,,08:00,17:00,N
149709,2625,,10:00,19:00,N
149709,1002,,08:00,18:00,N
149709,1628,,06:00,,N
149711,1628,,,22:00,N
149711,,,,,N
149711,2696,,10:00,18:00,N
149711,5741,,07:00,17:00,Y
149711,373,,10:00,18:00,N
149711,2700,,08:00,18:00,N
149711,2693,,08:00,16:00,N
149711,1628,,06:00,,N
149713,1628,,,22:00,N
149713,2625,,09:00,19:00,N
149713,1002,,08:00,18:00,N
149713,,,,,N
149713,158,,08:00,17:00,N
149713,1673,,08:00,,N
149715,1673,,,23:59,N
149715,1610,,08:00,23:00,N
149715,2393,,08:00,16:00,N
149715,158,,08:00,20:00,N
149715,,,,,N
149715,2112,,08:00,17:00,N
149715,2639,,09:00,18:00,N
149715,1673,,06:00,,N
149717,1673,,,23:59,N
149717,1610,,08:00,23:00,N
149717,L24601,,08:00,16:00,N
149717,158,,08:00,20:00,N
149717,,,,,N
149717,2639,,08:00,18:00,N
149717,L24561,,08:00,18:00,N
149717,1673,,06:00,,N
149707,,,,,N
149707,282,,08:00,21:00,N
149707,373,,08:00,18:00,N
149707,2050,,08:00,17:00,N
149707,1723,,09:00,18:00,N
149707,2690,,09:00,19:00,N
149707,1628,,06:00,,N
149707,1628,,,22:00,N
190681,534,,,22:00,N
190681,,,,,Y
190681,1913,,08:00,23:59,N
190681,,,,,N
190681,703,,08:00,18:00,N
190681,,,,,N
190681,L38049,,14:00,23:59,N
190681,L38049,,00:01,17:00,N
190681,,,,,N
190681,,,,,N
190681,,,,,N
190681,,,,,N
190681,L27685,,08:00,16:00,N
190681,,,,,N
190681,531,,10:00,19:00,N
190681,,,,,N
190681,1628,,08:00,18:00,N
190681,2693,,08:00,16:00,N
190681,282,,06:00,,N
190683,1610,,08:00,23:00,N
190683,L24601,,08:00,16:00,N
190683,158,,08:00,20:00,N
190683,,,,,N
190683,2639,,08:00,18:00,N
190683,L24561,,08:00,18:00,N
190683,1673,,06:00,,N
190683,1673,,,23:59,N
190685,1610,,,23:00,N
190685,L24601,,08:00,16:00,N
190685,158,,08:00,20:00,N
190685,,,,,N
190685,2639,,08:00,18:00,N
190685,L24561,,08:00,18:00,N
190685,1673,,06:00,23:59,N
190685,1610,,08:00,,N
190687,534,,,20:00,N
190687,CL0405,,09:00,20:00,Y
190687,,,,,N
190687,1913,,07:00,23:59,N
190687,1913,,00:01,14:00,N
190687,4668,,08:00,20:00,N
190687,,,,,N
190687,534,,08:00,,N
190689,534,,,20:00,N
190689,,,,,N
190689,1913,,08:00,23:59,N
190689,1913,,00:01,14:00,N
190689,4668,,08:00,23:00,N
190689,,,,,N
190689,CL0405,,07:00,18:00,Y
190689,534,,08:00,,N
190691,534,,,20:00,N
190691,,,,,N
190691,4404,,07:00,18:00,Y
190691,L46052,,08:00,18:00,N
190691,L15647,,08:00,20:00,N
190691,L38042,,07:00,18:00,Y
190691,,,,,N
190691,534,,08:00,,N
190693,534,,,20:00,N
190693,,,,,N
190693,L21487,,09:00,18:00,N
190693,L21485,,07:00,17:00,N
190693,L21521,,09:00,19:00,N
190693,L15649,,08:00,18:00,N
190693,,,,,N
190693,534,,08:00,,N
190695,1673,,,23:59,N
190695,1610,,08:00,23:00,N
190695,,,,,N
190695,,,,,N
190695,L38041,,08:00,18:00,N
190695,,,,,N
190695,,,,,N
190695,,,,,N
190695,,,,,N
190695,719,,09:00,18:00,N
190695,2049,,08:00,15:00,N
190695,L27691,,13:00,18:00,N
190695,1984,,08:00,23:00,N
190695,L15621,,08:00,17:00,N
190695,,,,,N
190695,L21485,,08:00,17:00,N
190695,L21521,,09:00,18:00,N
190695,,,,,N
190695,534,,06:00,,N
190697,1610,,,23:00,N
190697,,,,,N
190697,,,,,N
190697,L38041,,08:00,18:00,N
190697,,,,,N
190697,,,,,N
190697,,,,,N
190697,,,,,N
190697,719,,09:00,18:00,N
190697,2049,,08:00,15:00,N
190697,L27691,,13:00,18:00,N
190697,1984,,08:00,23:00,N
190697,L15621,,08:00,17:00,N
190697,,,,,N
190697,L21485,,08:00,17:00,N
190697,L21521,,09:00,18:00,N
190697,,,,,N
190697,534,,06:00,,N
301055,534,,,20:00,N
301055,,,,,N
301055,1913,,08:00,23:59,N
301055,1913,,00:01,14:00,N
301055,4668,,08:00,23:00,N
301055,,,,,N
301055,CL0405,,07:00,18:00,Y
301055,534,,08:00,,N
301059,534,,,20:00,N
301059,,,,,N
301059,1913,,08:00,23:59,N
301059,1913,,00:01,14:00,N
301059,4668,,08:00,23:00,N
301059,,,,,N
301059,CL0405,,07:00,18:00,Y
301059,534,,08:00,,N
301139,1673,,,23:59,N
301139,2393,,08:00,16:00,N
301139,158,,08:00,20:00,N
301139,,,,,N
301139,2112,,08:00,17:00,N
301139,2639,,08:00,23:00,N
301139,1673,,06:00,,N
301139,1610,,08:00,23:00,N
258497,,,,,N
258497,282,,08:00,21:00,N
258497,373,,08:00,18:00,N
258497,2050,,08:00,17:00,N
258497,1723,,09:00,18:00,N
258497,2690,,09:00,19:00,N
258497,1628,,06:00,,N
258497,1628,,,22:00,N
258507,1628,,,06:00,N
258507,,,,,N
258507,2836,,08:00,18:00,N
258507,4070,,09:00,18:00,N
258507,531,,08:00,17:00,N
258507,2625,,10:00,19:00,N
258507,1002,,08:00,18:00,N
258507,1628,,06:00,,N
258517,1628,,,22:00,N
258517,,,,,N
258517,2696,,10:00,18:00,N
258517,5741,,07:00,17:00,Y
258517,373,,10:00,18:00,N
258517,2700,,08:00,18:00,N
258517,2693,,08:00,16:00,N
258517,1628,,06:00,,N
307211,1610,,08:00,23:00,N
307211,L24601,,08:00,16:00,N
307211,158,,08:00,20:00,N
307211,,,,,N
307211,2639,,08:00,18:00,N
307211,L24561,,08:00,18:00,N
307211,1673,,06:00,,N
307211,1673,,,23:59,N
307217,1610,,,23:00,N
307217,L24601,,08:00,16:00,N
307217,158,,08:00,20:00,N
307217,,,,,N
307217,2639,,08:00,18:00,N
307217,L24561,,08:00,18:00,N
307217,1673,,06:00,23:59,N
307217,1610,,08:00,,N
307223,534,,,20:00,N
307223,CL0405,,09:00,20:00,Y
307223,,,,,N
307223,1913,,07:00,23:59,N
307223,1913,,00:01,14:00,N
307223,4668,,08:00,20:00,N
307223,,,,,N
307223,534,,08:00,,N
307229,534,,,20:00,N
307229,,,,,N
307229,4404,,07:00,18:00,Y
307229,L46052,,08:00,18:00,N
307229,L15647,,08:00,20:00,N
307229,L38042,,07:00,18:00,Y
307229,,,,,N
307229,534,,08:00,,N
307235,534,,,20:00,N
307235,,,,,N
307235,L21487,,09:00,18:00,N
307235,L21485,,07:00,17:00,N
307235,L21521,,09:00,19:00,N
307235,L15649,,08:00,18:00,N
307235,,,,,N
307235,534,,08:00,,N
307265,1673,,,23:59,N
307265,1610,,08:00,23:00,N
307265,,,,,N
307265,,,,,N
307265,L38041,,08:00,18:00,N
307265,,,,,N
307265,,,,,N
307265,,,,,N
307265,,,,,N
307265,719,,09:00,18:00,N
307265,2049,,08:00,15:00,N
307265,L27691,,13:00,18:00,N
307265,1984,,08:00,23:00,N
307265,L15621,,08:00,17:00,N
307265,,,,,N
307265,L21485,,08:00,17:00,N
307265,L21521,,09:00,18:00,N
307265,,,,,N
307265,534,,06:00,,N
307271,1610,,,23:00,N
307271,,,,,N
307271,,,,,N
307271,L38041,,08:00,18:00,N
307271,,,,,N
307271,,,,,N
307271,,,,,N
307271,,,,,N
307271,719,,09:00,18:00,N
307271,2049,,08:00,15:00,N
307271,L27691,,13:00,18:00,N
307271,L15621,,08:00,18:00,N
307271,1984,,08:00,23:00,N
307271,,,,,N
307271,L21521,,08:00,17:00,N
307271,L21485,,09:00,18:00,N
307271,,,,,N
307271,534,,06:00,,N
307277,534,,,22:00,N
307277,,,,,Y
307277,1913,,08:00,23:59,N
307277,,,,,N
307277,703,,08:00,18:00,N
307277,,,,,N
307277,L38049,,14:00,23:59,N
307277,L38049,,00:01,17:00,N
307277,,,,,N
307277,,,,,N
307277,,,,,N
307277,,,,,N
307277,L27685,,08:00,16:00,N
307277,,,,,N
307277,531,,10:00,19:00,N
307277,,,,,N
307277,1628,,08:00,18:00,N
307277,2693,,08:00,16:00,N
307277,282,,06:00,,N
299599,1610,,,23:00,N
299599,L24601,,08:00,16:00,N
299599,158,,08:00,20:00,N
299599,,,,,N
299599,2639,,08:00,18:00,N
299599,L24561,,08:00,18:00,N
299599,1673,,06:00,23:59,N
299599,1610,,08:00,,N
299605,1610,,,23:00,N
299605,L24601,,08:00,16:00,N
299605,158,,08:00,20:00,N
299605,,,,,N
299605,2639,,08:00,18:00,N
299605,L24561,,08:00,18:00,N
299605,1673,,06:00,23:59,N
299605,1610,,08:00,,N
299609,534,,,20:00,N
299609,CL0405,,09:00,20:00,Y
299609,,,,,N
299609,1913,,07:00,23:59,N
299609,1913,,00:01,14:00,N
299609,4668,,08:00,20:00,N
299609,,,,,N
299609,534,,08:00,,N
299615,534,,,20:00,N
299615,CL0405,,09:00,20:00,Y
299615,,,,,N
299615,1913,,07:00,23:59,N
299615,1913,,00:01,14:00,N
299615,4668,,08:00,20:00,N
299615,,,,,N
299615,534,,08:00,,N
299619,534,,,20:00,N
299619,,,,,N
299619,4404,,07:00,18:00,Y
299619,L46052,,08:00,18:00,N
299619,L15647,,08:00,20:00,N
299619,L38042,,07:00,18:00,Y
299619,,,,,N
299619,534,,08:00,,N
299625,534,,,20:00,N
299625,,,,,N
299625,4404,,07:00,18:00,Y
299625,L46052,,08:00,18:00,N
299625,L15647,,08:00,20:00,N
299625,L38042,,07:00,18:00,Y
299625,,,,,N
299625,534,,08:00,,N
299629,534,,,20:00,N
299629,,,,,N
299629,L21487,,09:00,18:00,N
299629,L21485,,07:00,17:00,N
299629,L21521,,09:00,19:00,N
299629,L15649,,08:00,18:00,N
299629,,,,,N
299629,534,,08:00,,N
299635,534,,,20:00,N
299635,,,,,N
299635,L21487,,09:00,18:00,N
299635,L21485,,07:00,17:00,N
299635,L21521,,09:00,19:00,N
299635,L15649,,08:00,18:00,N
299635,,,,,N
299635,534,,08:00,,N
299679,1673,,,23:59,N
299679,1610,,08:00,23:00,N
299679,,,,,N
299679,,,,,N
299679,L38041,,08:00,18:00,N
299679,,,,,N
299679,,,,,N
299679,,,,,N
299679,,,,,N
299679,719,,09:00,18:00,N
299679,2049,,08:00,15:00,N
299679,L27691,,13:00,18:00,N
299679,1984,,08:00,23:00,N
299679,L15621,,08:00,17:00,N
299679,,,,,N
299679,L21485,,08:00,17:00,N
299679,L21521,,09:00,18:00,N
299679,,,,,N
299679,534,,06:00,,N
299685,1673,,,23:59,N
299685,1610,,08:00,23:00,N
299685,,,,,N
299685,,,,,N
299685,L38041,,08:00,18:00,N
299685,,,,,N
299685,,,,,N
299685,,,,,N
299685,,,,,N
299685,719,,09:00,18:00,N
299685,2049,,08:00,15:00,N
299685,L27691,,13:00,18:00,N
299685,1984,,08:00,23:00,N
299685,L15621,,08:00,17:00,N
299685,,,,,N
299685,L21485,,08:00,17:00,N
299685,L21521,,09:00,18:00,N
299685,,,,,N
299685,534,,06:00,,N
300133,,,,,N
300133,282,,08:00,21:00,N
300133,373,,08:00,18:00,N
300133,2050,,08:00,17:00,N
300133,1723,,09:00,18:00,N
300133,2690,,09:00,19:00,N
300133,1628,,06:00,,N
300133,1628,,,22:00,N
300139,,,,,N
300139,282,,08:00,21:00,N
300139,373,,08:00,18:00,N
300139,2050,,08:00,17:00,N
300139,1723,,09:00,18:00,N
300139,2690,,09:00,19:00,N
300139,1628,,06:00,,N
300139,1628,,,22:00,N
300145,1628,,,22:00,N
300145,,,,,N
300145,2836,,08:00,18:00,N
300145,4070,,09:00,18:00,N
300145,531,,08:00,17:00,N
300145,2625,,10:00,19:00,N
300145,1002,,08:00,18:00,N
300145,1628,,06:00,,N
300151,1628,,,22:00,N
300151,,,,,N
300151,2836,,08:00,18:00,N
300151,4070,,09:00,18:00,N
300151,531,,08:00,17:00,N
300151,2625,,10:00,19:00,N
300151,1002,,08:00,18:00,N
300151,1628,,06:00,,N
300157,1628,,,22:00,N
300157,,,,,N
300157,2696,,10:00,18:00,N
300157,5741,,07:00,17:00,Y
300157,373,,10:00,18:00,N
300157,2700,,08:00,18:00,N
300157,2693,,08:00,16:00,N
300157,1628,,06:00,,N
300163,1628,,,22:00,N
300163,,,,,N
300163,2696,,10:00,18:00,N
300163,5741,,07:00,17:00,Y
300163,373,,10:00,18:00,N
300163,2700,,08:00,18:00,N
300163,2693,,08:00,16:00,N
300163,1628,,06:00,,N
300169,1628,,,22:00,N
300169,2625,,09:00,19:00,N
300169,1002,,08:00,18:00,N
300169,,,,,N
300169,158,,08:00,17:00,N
300169,1673,,08:00,,N
300175,1628,,,22:00,N
300175,2625,,09:00,19:00,N
300175,1002,,08:00,18:00,N
300175,,,,,N
300175,158,,08:00,17:00,N
300175,1673,,08:00,,N
300181,1673,,,23:59,N
300181,1610,,08:00,23:00,N
300181,2393,,08:00,16:00,N
300181,158,,08:00,20:00,N
300181,,,,,N
300181,2112,,08:00,17:00,N
300181,2639,,09:00,18:00,N
300181,1673,,06:00,,N
300185,1673,,,23:59,N
300185,1610,,08:00,23:00,N
300185,2393,,08:00,16:00,N
300185,158,,08:00,20:00,N
300185,,,,,N
300185,2112,,08:00,17:00,N
300185,2639,,09:00,18:00,N
300185,1673,,06:00,,N
388155,534,,,20:00,N
388155,,,,,N
388155,L21487,,09:00,18:00,N
388155,L21485,,07:00,17:00,N
388155,L21521,,09:00,19:00,N
388155,L15649,,08:00,18:00,N
388155,,,,,N
388155,534,,08:00,,N
388189,1673,,,23:59,N
388189,1610,,08:00,23:00,N
388189,,,,,N
388189,,,,,N
388189,L38041,,08:00,18:00,N
388189,,,,,N
388189,,,,,N
388189,,,,,N
388189,,,,,N
388189,719,,09:00,18:00,N
388189,2049,,08:00,15:00,N
388189,L27691,,13:00,18:00,N
388189,1984,,08:00,23:00,N
388189,L15621,,08:00,17:00,N
388189,,,,,N
388189,L21485,,08:00,17:00,N
388189,L21521,,09:00,18:00,N
388189,,,,,N
388189,534,,06:00,,N
388191,1673,,,23:59,N
388191,1610,,08:00,23:00,N
388191,,,,,N
388191,,,,,N
388191,L38041,,08:00,18:00,N
388191,,,,,N
388191,,,,,N
388191,,,,,N
388191,,,,,N
388191,719,,09:00,18:00,N
388191,2049,,08:00,15:00,N
388191,L27691,,13:00,18:00,N
388191,1984,,08:00,23:00,N
388191,L15621,,08:00,17:00,N
388191,,,,,N
388191,L21485,,08:00,17:00,N
388191,L21521,,09:00,18:00,N
388191,,,,,N
388191,534,,06:00,,N
388193,1673,,,23:59,N
388193,1610,,08:00,23:00,N
388193,,,,,N
388193,,,,,N
388193,L38041,,08:00,18:00,N
388193,,,,,N
388193,,,,,N
388193,,,,,N
388193,,,,,N
388193,719,,09:00,18:00,N
388193,2049,,08:00,15:00,N
388193,L27691,,13:00,18:00,N
388193,1984,,08:00,23:00,N
388193,L15621,,08:00,17:00,N
388193,,,,,N
388193,L21485,,08:00,17:00,N
388193,L21521,,09:00,18:00,N
388193,,,,,N
388193,534,,06:00,,N
388195,1673,,,23:59,N
388195,1610,,08:00,23:00,N
388195,,,,,N
388195,,,,,N
388195,L38041,,08:00,18:00,N
388195,,,,,N
388195,,,,,N
388195,,,,,N
388195,,,,,N
388195,719,,09:00,18:00,N
388195,2049,,08:00,15:00,N
388195,L27691,,13:00,18:00,N
388195,1984,,08:00,23:00,N
388195,L15621,,08:00,17:00,N
388195,,,,,N
388195,L21485,,08:00,17:00,N
388195,L21521,,09:00,18:00,N
388195,,,,,N
388195,534,,06:00,,N
388197,1610,,,23:00,N
388197,,,,,N
388197,,,,,N
388197,L38041,,08:00,18:00,N
388197,,,,,N
388197,,,,,N
388197,,,,,N
388197,,,,,N
388197,719,,09:00,18:00,N
388197,2049,,08:00,15:00,N
388197,L27691,,13:00,18:00,N
388197,1984,,08:00,23:00,N
388197,L15621,,08:00,17:00,N
388197,,,,,N
388197,L21485,,08:00,17:00,N
388197,L21521,,09:00,18:00,N
388197,,,,,N
388197,534,,06:00,,N
388199,1610,,,23:00,N
388199,,,,,N
388199,,,,,N
388199,L38041,,08:00,18:00,N
388199,,,,,N
388199,,,,,N
388199,,,,,N
388199,,,,,N
388199,719,,09:00,18:00,N
388199,2049,,08:00,15:00,N
388199,L27691,,13:00,18:00,N
388199,1984,,08:00,23:00,N
388199,L15621,,08:00,17:00,N
388199,,,,,N
388199,L21485,,08:00,17:00,N
388199,L21521,,09:00,18:00,N
388199,,,,,N
388199,534,,06:00,,N
388201,534,,06:00,,N
388201,1610,,,23:00,N
388201,,,,,N
388201,,,,,N
388201,L38041,,08:00,18:00,N
388201,,,,,N
388201,,,,,N
388201,,,,,N
388201,,,,,N
388201,719,,09:00,18:00,N
388201,2049,,08:00,15:00,N
388201,L27691,,13:00,18:00,N
388201,1984,,08:00,23:00,N
388201,L15621,,08:00,17:00,N
388201,,,,,N
388201,L21485,,08:00,17:00,N
388201,L21521,,09:00,18:00,N
388201,,,,,N
388203,1610,,,23:00,N
388203,,,,,N
388203,,,,,N
388203,L38041,,08:00,18:00,N
388203,,,,,N
388203,,,,,N
388203,,,,,N
388203,,,,,N
388203,719,,09:00,18:00,N
388203,2049,,08:00,15:00,N
388203,L27691,,13:00,18:00,N
388203,1984,,08:00,23:00,N
388203,L15621,,08:00,17:00,N
388203,,,,,N
388203,L21485,,08:00,17:00,N
388203,L21521,,09:00,18:00,N
388203,,,,,N
388203,534,,06:00,,N
388205,534,,,22:00,N
388205,,,,,Y
388205,1913,,08:00,23:59,N
388205,,,,,N
388205,703,,08:00,18:00,N
388205,,,,,N
388205,L38049,,14:00,23:59,N
388205,L38049,,00:01,17:00,N
388205,,,,,N
388205,,,,,N
388205,,,,,N
388205,,,,,N
388205,L27685,,08:00,16:00,N
388205,,,,,N
388205,531,,10:00,19:00,N
388205,,,,,N
388205,1628,,08:00,18:00,N
388205,2693,,08:00,16:00,N
388205,282,,06:00,,N
388207,534,,,22:00,N
388207,,,,,Y
388207,1913,,08:00,23:59,N
388207,,,,,N
388207,703,,08:00,18:00,N
388207,,,,,N
388207,L38049,,14:00,23:59,N
388207,L38049,,00:01,17:00,N
388207,,,,,N
388207,,,,,N
388207,,,,,N
388207,,,,,N
388207,L27685,,08:00,16:00,N
388207,,,,,N
388207,531,,10:00,19:00,N
388207,,,,,N
388207,1628,,08:00,18:00,N
388207,2693,,08:00,16:00,N
388207,282,,06:00,,N
388209,534,,,22:00,N
388209,,,,,Y
388209,1913,,08:00,23:59,N
388209,,,,,N
388209,703,,08:00,18:00,N
388209,,,,,N
388209,L38049,,14:00,23:59,N
388209,L38049,,00:01,17:00,N
388209,,,,,N
388209,,,,,N
388209,,,,,N
388209,,,,,N
388209,L27685,,08:00,16:00,N
388209,,,,,N
388209,531,,10:00,19:00,N
388209,,,,,N
388209,1628,,08:00,18:00,N
388209,2693,,08:00,16:00,N
388209,282,,06:00,,N
388211,534,,,22:00,N
388211,,,,,Y
388211,1913,,08:00,23:59,N
388211,,,,,N
388211,703,,08:00,18:00,N
388211,,,,,N
388211,L38049,,14:00,23:59,N
388211,L38049,,00:01,17:00,N
388211,,,,,N
388211,,,,,N
388211,,,,,N
388211,,,,,N
388211,L27685,,08:00,16:00,N
388211,,,,,N
388211,531,,10:00,19:00,N
388211,,,,,N
388211,1628,,08:00,18:00,N
388211,2693,,08:00,16:00,N
388211,282,,06:00,,N
285227,1673,,,23:59,N
285227,1673,,00:01,23:00,N
285227,2639,,08:00,18:00,N
285227,2112,,08:00,18:00,N
285227,,,,,N
285227,158,,08:00,18:00,N
285227,1610,,09:00,18:00,N
285227,1673,,06:00,,N
299589,1610,,08:00,23:00,N
299589,L24601,,08:00,16:00,N
299589,158,,08:00,20:00,N
299589,,,,,N
299589,2639,,08:00,18:00,N
299589,L24561,,08:00,18:00,N
299589,1673,,06:00,,N
299589,1673,,,23:59,N
299595,1610,,08:00,23:00,N
299595,L24601,,08:00,16:00,N
299595,158,,08:00,20:00,N
299595,,,,,N
299595,2639,,08:00,18:00,N
299595,L24561,,08:00,18:00,N
299595,1673,,06:00,,N
299595,1673,,,23:59,N
373463,1610,,,23:00,N
373463,,,,,N
373463,,,,,N
373463,L38041,,08:00,18:00,N
373463,,,,,N
373463,,,,,N
373463,,,,,N
373463,,,,,N
373463,719,,09:00,18:00,N
373463,2049,,08:00,15:00,N
373463,L27691,,13:00,18:00,N
373463,1984,,08:00,23:00,N
373463,L15621,,08:00,17:00,N
373463,,,,,N
373463,L21485,,08:00,17:00,N
373463,L21521,,09:00,18:00,N
373463,,,,,N
373463,534,,06:00,,N
373473,534,,,22:00,N
373473,,,,,Y
373473,1913,,08:00,23:59,N
373473,,,,,N
373473,703,,08:00,18:00,N
373473,,,,,N
373473,L38049,,14:00,23:59,N
373473,L38049,,00:01,17:00,N
373473,,,,,N
373473,,,,,N
373473,,,,,N
373473,,,,,N
373473,L27685,,08:00,16:00,N
373473,,,,,N
373473,531,,10:00,19:00,N
373473,,,,,N
373473,1628,,08:00,18:00,N
373473,2693,,08:00,16:00,N
373473,282,,06:00,,N
307685,718,,,23:00,N
307685,,,,,N
307685,4448,,07:00,19:00,Y
307685,1636,,08:00,18:00,N
307685,2166,,08:00,18:00,Y
307685,666,,08:00,18:00,N
307685,2637,,09:00,18:00,N
307685,718,,07:00,,N
307691,718,,,23:00,N
307691,,,,,N
307691,CMS022,,07:00,23:00,N
307691,655,,08:00,18:00,N
307691,2636,,08:00,18:00,N
307691,465,,08:00,23:00,N
307691,L00203,,08:00,17:00,N
307691,718,,07:00,,N
307697,718,,,23:00,N
307697,,,,,N
307697,4448,,07:00,18:00,N
307697,931,,08:00,22:00,N
307697,446,,08:00,17:00,N
307697,804,,08:00,18:00,N
307697,965,,08:00,18:00,N
307697,718,,07:00,,N
307703,718,,,23:00,N
307703,,,,,N
307703,L39802,,07:00,18:00,Y
307703,454,,08:00,18:00,N
307703,945,,08:00,18:00,Y
307703,666,,08:00,17:00,N
307703,867,,10:00,18:00,N
307703,718,,07:00,,N
307709,282,,,23:00,N
307709,,,,,N
307709,654,,07:00,19:00,N
307709,1629,,08:00,18:00,N
307709,2627,,08:00,18:00,N
307709,L44069,,09:00,18:00,N
307709,718,,06:00,,N
299689,,,,,N
299689,L38041,,08:00,18:00,N
299689,,,,,N
299689,,,,,N
299689,,,,,N
299689,,,,,N
299689,719,,09:00,18:00,N
299689,2049,,08:00,15:00,N
299689,L27691,,13:00,18:00,N
299689,L15621,,08:00,18:00,N
299689,1984,,08:00,23:00,N
299689,,,,,N
299689,L21521,,08:00,17:00,N
299689,L21485,,09:00,18:00,N
299689,,,,,N
299689,534,,06:00,,N
299689,1610,,,23:00,N
299689,,,,,N
299695,1610,,,23:00,N
299695,,,,,N
299695,,,,,N
299695,L38041,,08:00,18:00,N
299695,,,,,N
299695,,,,,N
299695,,,,,N
299695,,,,,N
299695,719,,09:00,18:00,N
299695,2049,,08:00,15:00,N
299695,L27691,,13:00,18:00,N
299695,L15621,,08:00,18:00,N
299695,1984,,08:00,23:00,N
299695,,,,,N
299695,L21521,,08:00,17:00,N
299695,L21485,,09:00,18:00,N
299695,,,,,N
299695,534,,06:00,,N
299699,703,,08:00,18:00,N
299699,,,,,N
299699,L38049,,14:00,23:59,N
299699,L38049,,00:01,17:00,N
299699,,,,,N
299699,,,,,N
299699,,,,,N
299699,,,,,N
299699,L27685,,08:00,16:00,N
299699,,,,,N
299699,531,,10:00,19:00,N
299699,,,,,N
299699,1628,,08:00,18:00,N
299699,2693,,08:00,16:00,N
299699,282,,06:00,,N
299699,534,,,22:00,N
299699,,,,,Y
299699,1913,,08:00,23:59,N
299699,,,,,N
299705,534,,,22:00,N
299705,,,,,Y
299705,1913,,08:00,23:59,N
299705,,,,,N
299705,703,,08:00,18:00,N
299705,,,,,N
299705,L38049,,14:00,23:59,N
299705,L38049,,00:01,17:00,N
299705,,,,,N
299705,,,,,N
299705,,,,,N
299705,,,,,N
299705,L27685,,08:00,16:00,N
299705,,,,,N
299705,531,,10:00,19:00,N
299705,,,,,N
299705,1628,,08:00,18:00,N
299705,2693,,08:00,16:00,N
299705,282,,06:00,,N
307553,,,,,N
307553,282,,08:00,21:00,N
307553,373,,08:00,18:00,N
307553,2050,,08:00,17:00,N
307553,1723,,09:00,18:00,N
307553,2690,,09:00,19:00,N
307553,1628,,06:00,,N
307553,1628,,,22:00,N
307561,1628,,,22:00,N
307561,,,,,N
307561,2836,,08:00,18:00,N
307561,4070,,09:00,18:00,N
307561,531,,08:00,17:00,N
307561,2625,,10:00,19:00,N
307561,1002,,08:00,18:00,N
307561,1628,,06:00,,N
307569,1628,,,22:00,N
307569,,,,,N
307569,2696,,10:00,18:00,N
307569,5741,,07:00,17:00,Y
307569,373,,10:00,18:00,N
307569,2700,,08:00,18:00,N
307569,2693,,08:00,16:00,N
307569,1628,,06:00,,N
307577,1628,,,22:00,N
307577,2625,,09:00,19:00,N
307577,1002,,08:00,18:00,N
307577,,,,,N
307577,158,,08:00,17:00,N
307577,1673,,08:00,,N
307583,1673,,,23:59,N
307583,1610,,08:00,23:00,N
307583,2393,,08:00,16:00,N
307583,158,,08:00,20:00,N
307583,,,,,N
307583,2112,,08:00,17:00,N
307583,2639,,09:00,18:00,N
307583,1673,,06:00,,N
301145,1673,,,23:59,N
301145,2393,,08:00,16:00,N
301145,158,,08:00,20:00,N
301145,,,,,N
